transaction_sk,currency,transaction_type,transaction_status,topup_method,transaction_date
a52808b861db,RF,D,Failed,Paypal,2025-03-12 23:55:36.422033
e7d479712400,KES,withdrawal,Failed,Bank Transfer,2025-02-24 04:19:14.481007
b714920fb84f,USH,withdrawal,Failed,Cash Desk,2025-02-24 19:42:01.006858
0d9affe4896c,TSH,withdrawal,Failed,Bank Transfer,2025-03-26 05:22:26.683438
b8536b339457,USD,W,Failed,Mpesa,2025-02-12 07:16:17.627717
b957714f3814,USD,Deposit ,Completed,Mpesa,2025-04-15 06:11:54.587787
2c614c70f0d5,UGX,D,Failed,Cash Desk,2025-03-20 04:14:09.709410
316bad09b79f,TZS,withdrawal,Failed,Mpesa,2025-02-17 14:36:44.713887
d1ace776b4b9,RF,W,Failed,Paypal,2025-02-15 15:13:35.292424
ff0efb3d6711,KSH,withdrawal,Failed,Paypal,2025-02-23 03:04:07.057734
6dc37aa328fa,USH,Deposit ,Failed,Paypal,2025-04-04 00:37:35.633389
b8536b339457,USD,W,Failed,Mpesa,2025-03-15 12:03:59.650178
14f8d673dc83,RWF,deposit,Failed,PayPal,2025-03-14 07:13:17.176067
0dbc9947f420,KES, Withdrawal ,Failed,Cash Desk,2025-03-14 08:03:20.602071
01967f26ced5,UGSH,withdrawal,Failed,Mpesa,2025-03-01 13:14:45.141037
3e1c4ec6f728,TZS,W,Failed,Bank Transfer,2025-03-10 01:26:50.534121
f0ff8c9598c7,RF,Deposit ,Failed,Cash Desk,2025-02-05 10:18:11.714224
8b2627a09ace,KSH,Deposit ,Failed,Cash Desk,2025-03-18 14:01:21.822368
5dad8077acf9,UGSH,D,Pending,Mpesa,2025-04-21 04:18:52.877382
0d9affe4896c,TSH,withdrawal,Failed,Bank Transfer,2025-04-05 20:42:56.448035
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-03-31 20:33:09.484139
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-03-16 13:21:02.513649
34e8f533ac6a,USH,D,Failed,Mpesa,2025-02-03 18:17:57.378031
fc2b9062abe7,TZSH,W,Failed,Paypal,2025-04-07 08:56:03.754833
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-02-10 03:25:38.019312
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-03-16 07:04:53.896111
0442a5261298,USH, Withdrawal ,Pending,Paypal,2025-04-15 19:14:52.534734
2d73be03f221,TZS,withdrawal,Failed,Bank Transfer,2025-03-18 16:14:13.408326
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-03-09 13:06:17.297338
4436d74ce573,KS, Withdrawal ,Failed,Bank Transfer,2025-04-04 20:31:24.844505
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-03-17 01:32:07.130344
8caf930781e2,TSH,Deposit ,Failed,Mpesa,2025-04-06 19:45:15.051384
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-03-28 17:19:03.562367
b79f221d03ca,KS,W,Failed,Paypal,2025-03-23 08:49:51.519521
23f9849a5d6a,UGX,Deposit ,Failed,Cash Desk,2025-04-13 18:42:45.816507
d7e561334c45,TSH,W,Failed,Bank Transfer,2025-02-02 13:25:45.688014
73324d3f3751,USD, Withdrawal ,Pending,Paypal,2025-04-25 20:39:57.214334
964792c55dea,KSH,withdrawal,Failed,Bank Transfer,2025-03-31 21:09:50.508197
c0ec1d4d1033,UGSH,deposit,Failed,PayPal,2025-03-08 20:22:08.220408
af5abca0fe45,TZS,Deposit ,Failed,Paypal,2025-03-23 19:14:42.803578
a3aa5f8168c6,RF,withdrawal,Failed,Bank Transfer,2025-03-06 11:28:37.142644
f550a92729bb,KS, Withdrawal ,Failed,Mpesa,2025-03-03 08:44:11.420856
a4ab95b799cd,UGX,deposit,Failed,Card Payment,2025-04-08 01:29:27.501867
99819a3a9fab,USD,D,Failed,Cash Desk,2025-04-01 23:54:08.806540
bd26930ccc7b,RWF,D,Failed,Cash Desk,2025-03-14 18:43:55.581406
ed0d16a751a9,KS,withdrawal,Completed,Paypal,2025-04-22 23:11:39.880195
83db581dac30,USD,D,Failed,Bank Transfer,2025-03-12 19:25:11.331927
b73efacb58aa,TSH,W,Failed,Paypal,2025-03-21 17:25:49.757591
9b01043fc26d,RF,deposit,Failed,PayPal,2025-02-14 05:52:03.649318
e89ab7d4dab2,KSH,D,Completed,Bank Transfer,2025-04-27 13:01:55.936510
2a2b4e0dcca1,USH,W,Failed,Bank Transfer,2025-03-30 18:59:12.643547
576b42d85ed6,TZS, Withdrawal ,Failed,Paypal,2025-02-23 11:21:08.650442
871fefe7ce54,RWF,W,Failed,Bank Transfer,2025-03-28 09:41:24.656101
a717f9005356,KES,D,Failed,Cash Desk,2025-02-13 19:38:02.751542
50afe0c337ed,UGX,withdrawal,Failed,Bank Transfer,2025-03-08 15:48:29.949748
e36b02b6dd9d,TSH,deposit,Failed,Bank Transfer,2025-03-19 20:33:24.132900
004190af4bc8,RWF,deposit,Failed,Bank Transfer,2025-04-02 05:46:01.242008
4ea58fc23fbe,KS,Deposit ,Completed,Cash Desk,2025-04-20 12:51:06.504818
401bdd2f614e,UGSH,deposit,Failed,Bank Transfer,2025-03-28 22:46:19.957771
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-03-04 05:59:01.458695
b985a6cb7370,RWF,D,Completed,Paypal,2025-04-28 07:48:07.252159
932f0aa80bac,KES,Deposit ,Failed,Paypal,2025-02-11 08:12:51.633311
50a877e32994,UGSH, Withdrawal ,Failed,Cash Desk,2025-02-26 05:56:31.664028
2dfe31a08815,TSH,D,Failed,Bank Transfer,2025-02-04 00:13:00.226104
ae4dc6017db9,RWF, Withdrawal ,Failed,Mpesa,2025-04-09 03:05:46.477954
77c5e09ac81f,KES, Withdrawal ,Failed,Mpesa,2025-02-18 14:47:25.812619
570a85062fca,USH,deposit,Failed,Mpesa,2025-03-19 20:05:16.522021
8377b3524b94,TZSH, Withdrawal ,Failed,Mpesa,2025-02-06 06:17:02.216125
0d48d1488a86,USD,W,Failed,Paypal,2025-02-05 02:28:17.923480
6526ff9f0906,KS,deposit,Pending,Card Payment,2025-04-18 08:19:10.790645
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-02-08 12:35:43.133715
fc2b9062abe7,TZSH,W,Failed,Paypal,2025-03-11 00:43:34.804988
cfc90028b38c,RWF, Withdrawal ,Failed,Bank Transfer,2025-02-25 19:40:47.793907
b6bb8efb32e1,KES,deposit,Failed,PayPal,2025-02-05 01:18:18.527096
453a84fe88b1,UGSH,D,Failed,Paypal,2025-02-02 11:02:04.339475
af5abca0fe45,TZS,Deposit ,Failed,Paypal,2025-04-04 19:45:25.192910
bd79254682a8,RWF,Deposit ,Failed,Cash Desk,2025-02-07 15:38:34.575431
c32235fcbb16,KES, Withdrawal ,Failed,Paypal,2025-03-25 19:47:31.694021
b4b40589beb6,UGX,Deposit ,Failed,Mpesa,2025-04-10 11:42:43.255965
f8ddec842c09,TZS, Withdrawal ,Failed,Mpesa,2025-03-17 14:25:04.000656
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-02-05 05:37:04.272194
67d48f1d6538,KES,Deposit ,Failed,Cash Desk,2025-03-31 00:08:48.399363
5c3f37ed5faf,UGX,W,Completed,Cash Desk,2025-04-23 23:37:39.172564
7ee35ebf794c,TZS, Withdrawal ,Completed,Paypal,2025-04-18 02:44:23.433691
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-08 19:14:29.643477
c8c73f0a0367,KSH, Withdrawal ,Failed,Bank Transfer,2025-03-01 02:14:06.610212
88a58eaf3db6,USH,Deposit ,Failed,Bank Transfer,2025-03-22 09:50:47.106875
0a887e5a6bab,TSH,Deposit ,Failed,Cash Desk,2025-03-14 23:50:50.391951
b9c10b29bcf4,RWF,D,Failed,Paypal,2025-02-06 20:23:34.172632
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-04-04 01:51:24.376978
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-02-19 22:22:37.913298
2d73be03f221,TZS,withdrawal,Failed,Bank Transfer,2025-02-22 02:30:40.415100
a52808b861db,RF,D,Failed,Paypal,2025-03-02 21:39:18.096791
081cff3b9fed,KES,W,Failed,Paypal,2025-03-23 21:23:33.886842
36f282c4c61c,UGSH,D,Failed,Mpesa,2025-02-06 03:38:22.715914
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-03-06 03:19:29.057000
14f8d673dc83,RWF,deposit,Failed,PayPal,2025-02-14 21:06:49.332152
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-24 15:28:22.172724
b4048eab9015,UGX,W,Failed,Mpesa,2025-03-20 02:35:31.096382
22d2f675ef20,TZS,deposit,Failed,Card Payment,2025-03-04 17:09:13.122635
bd79254682a8,RWF,Deposit ,Failed,Cash Desk,2025-03-16 08:23:44.676403
b3c9697c108f,KES, Withdrawal ,Failed,Bank Transfer,2025-04-03 17:07:33.894076
1252693a1efa,UGX, Withdrawal ,Failed,Paypal,2025-03-23 22:30:29.207179
2e1c2e22cc6a,TSH,D,Pending,Cash Desk,2025-04-15 19:14:45.147311
b8536b339457,USD,W,Failed,Mpesa,2025-03-29 09:18:32.362682
f2563aba13c9,KS,deposit,Failed,PayPal,2025-03-03 04:38:19.931482
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-02-06 12:18:51.012371
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-02-23 06:48:35.541537
83db581dac30,USD,D,Failed,Bank Transfer,2025-03-29 09:28:28.487626
f2563aba13c9,KS,deposit,Failed,PayPal,2025-03-18 17:39:02.574656
47dd54090138,UGSH, Withdrawal ,Failed,Bank Transfer,2025-02-13 10:18:05.639791
00ae38be15d2,TZS,withdrawal,Failed,Paypal,2025-03-11 12:02:26.982994
24b6db6bd2a2,RF,withdrawal,Completed,Mpesa,2025-04-24 23:41:50.969146
062ef7f371a2,KSH, Withdrawal ,Completed,Cash Desk,2025-04-26 23:41:08.413973
8d8b83f77be4,UGSH, Withdrawal ,Failed,Paypal,2025-03-24 12:43:18.701581
238a11fff81c,TZSH,deposit,Failed,Mpesa,2025-04-01 13:04:48.137277
05792f8972d2,RF, Withdrawal ,Failed,Mpesa,2025-03-10 07:52:53.378158
21e0bd233aa5,KSH,Deposit ,Failed,Mpesa,2025-04-06 07:37:13.837481
9d6d8394a72c,USH,deposit,Failed,PayPal,2025-03-21 03:31:27.695485
2e1c2e22cc6a,TSH,D,Pending,Cash Desk,2025-04-22 04:03:05.754037
2566c5ccdb10,USD,D,Failed,Paypal,2025-03-11 07:04:39.410506
636b6178cf25,KES,deposit,Failed,Cash Desk,2025-02-24 12:00:22.266889
262bdf2568be,UGX,W,Failed,Paypal,2025-03-29 04:38:03.965276
b5b6a57a39e7,TZSH,deposit,Failed,Bank Transfer,2025-04-02 08:23:28.677254
fc0d8efee15b,RWF,withdrawal,Failed,Paypal,2025-03-19 06:41:28.002655
67e530ca0bb6,USD,D,Failed,Mpesa,2025-03-13 07:37:07.577100
2682d8580e14,USH,deposit,Pending,Card Payment,2025-04-22 09:25:32.771422
020e5c0fc08d,TZS,Deposit ,Failed,Cash Desk,2025-03-11 02:18:38.332107
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-03-15 22:16:12.284860
d9b7cb336f05,KS, Withdrawal ,Failed,Paypal,2025-03-30 06:14:49.463847
7cf5fb614f42,UGSH,deposit,Failed,Cash Desk,2025-03-22 14:00:04.781139
6be9314a9b6c,TZSH,withdrawal,Failed,Bank Transfer,2025-03-17 14:37:57.438279
f0ff8c9598c7,RF,Deposit ,Failed,Cash Desk,2025-04-14 00:23:29.908266
932f0aa80bac,KES,Deposit ,Failed,Paypal,2025-04-04 16:45:41.371720
2682d8580e14,USH,deposit,Pending,Card Payment,2025-04-25 01:16:46.981873
c8dfad9d09bf,TZSH,W,Failed,Bank Transfer,2025-03-20 17:43:32.743380
72d6b0e0ed44,RWF,withdrawal,Failed,Bank Transfer,2025-02-20 12:00:27.533085
932f0aa80bac,KES,Deposit ,Failed,Paypal,2025-02-23 05:09:39.593498
5f64fe76a596,USH,withdrawal,Completed,Mpesa,2025-04-16 17:40:56.150151
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-03-31 00:22:35.568246
e9a3d73deb7e,RWF,Deposit ,Completed,Paypal,2025-04-17 23:34:46.959684
c32235fcbb16,KES, Withdrawal ,Failed,Paypal,2025-02-27 11:41:55.709666
96d4fc1814de,UGSH,W,Failed,Mpesa,2025-02-01 23:09:01.304575
99819a3a9fab,USD,D,Failed,Cash Desk,2025-03-07 19:33:06.470676
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-02-16 20:59:42.929264
99819a3a9fab,USD,D,Failed,Cash Desk,2025-03-13 10:21:28.268744
50afe0c337ed,UGX,withdrawal,Failed,Bank Transfer,2025-02-12 16:25:04.606712
ab637323e89f,TZSH,withdrawal,Failed,Paypal,2025-04-12 20:38:29.935930
4bb4ae50bf59,RWF,deposit,Completed,Mpesa,2025-04-20 03:36:39.624085
a717f9005356,KES,D,Failed,Cash Desk,2025-04-04 22:35:22.609811
0d48d1488a86,USD,W,Failed,Paypal,2025-04-03 20:32:09.979527
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-03-24 21:14:36.668919
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-02-28 20:15:20.949696
21e0bd233aa5,KSH,Deposit ,Failed,Mpesa,2025-03-27 21:33:39.508578
1c571c819f13,UGX,W,Failed,Cash Desk,2025-03-08 04:40:53.821345
ff581affa1e5,TZS,Deposit ,Completed,Bank Transfer,2025-04-21 18:27:21.836209
9895b982b15c,RWF,W,Failed,Paypal,2025-04-13 20:57:18.878898
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-30 00:16:06.178214
86d055a18e0a,UGX, Withdrawal ,Failed,Mpesa,2025-02-22 10:38:31.297676
427e77cd4d27,TZSH,Deposit ,Failed,Cash Desk,2025-03-29 20:30:08.533791
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-04-11 09:53:07.529917
0e8d5705924f,KS,W,Pending,Paypal,2025-04-19 08:34:44.821887
36f282c4c61c,UGSH,D,Failed,Mpesa,2025-03-04 17:06:02.163445
00fd171b49f0,TZS,W,Failed,Mpesa,2025-03-27 07:56:24.171091
201051cf708c,USD,withdrawal,Failed,Paypal,2025-02-27 20:14:07.897472
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-02-25 11:40:04.152938
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-02-02 22:08:01.077872
7b5f3593c886,TZS,D,Completed,Cash Desk,2025-04-22 23:50:44.124897
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-26 14:15:11.688137
163f5b9aef1b,USD, Withdrawal ,Pending,Mpesa,2025-04-24 02:29:45.829786
1ba5b7e138d5,USH,deposit,Failed,Bank Transfer,2025-03-27 08:01:47.393734
a9be5ebc8148,TZS, Withdrawal ,Failed,Bank Transfer,2025-02-28 19:20:08.479229
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-03-18 18:23:00.383438
e7d479712400,KES,withdrawal,Failed,Bank Transfer,2025-04-13 20:04:19.491590
c75e4706cb72,UGSH,withdrawal,Failed,Paypal,2025-02-14 15:26:57.649575
020e5c0fc08d,TZS,Deposit ,Failed,Cash Desk,2025-03-20 15:09:27.186668
9c282dd72fc2,RWF,D,Failed,Mpesa,2025-03-13 10:00:22.735382
a8864932e68d,KSH,W,Failed,Cash Desk,2025-02-18 18:44:12.161202
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-03-04 00:30:32.162431
50a0dd415718,TZS,D,Failed,Paypal,2025-02-06 08:55:44.680677
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-03-10 18:26:03.720866
b98205d5039b,KS, Withdrawal ,Failed,Cash Desk,2025-03-12 00:22:40.434927
b4b40589beb6,UGX,Deposit ,Failed,Mpesa,2025-02-06 10:50:56.341485
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-02-13 18:11:04.675686
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-03-21 10:18:58.124328
b6bb8efb32e1,KES,deposit,Failed,PayPal,2025-03-14 10:52:16.775360
82293cbb91e5,UGSH,D,Failed,Bank Transfer,2025-02-02 14:33:10.764637
7ded5721e6f8,TZSH,deposit,Failed,Cash Desk,2025-02-25 14:00:04.863858
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-04-02 00:05:53.297424
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-02-17 15:18:57.627470
8d5cdcc16c87,UGSH,withdrawal,Failed,Cash Desk,2025-02-17 16:03:04.560884
b4c1bebd9d2f,TZSH,D,Failed,Mpesa,2025-02-16 08:52:12.407730
a3aa5f8168c6,RF,withdrawal,Failed,Bank Transfer,2025-02-19 09:31:27.625702
8d3962e8acf7,KS,withdrawal,Failed,Paypal,2025-03-22 20:25:55.901569
01eac648bab4,UGX,W,Failed,Bank Transfer,2025-04-11 21:40:35.798540
58f5d528a073,TZSH,D,Failed,Bank Transfer,2025-04-12 20:20:15.728218
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-03-13 23:34:19.464046
201051cf708c,USD,withdrawal,Failed,Paypal,2025-03-15 14:13:15.056029
f4898f37e44c,USD,withdrawal,Pending,Bank Transfer,2025-04-24 20:39:25.148575
2ac993741189,TSH,withdrawal,Failed,Paypal,2025-02-10 14:30:53.615730
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-04-10 11:17:32.375649
fea4df2d4869,KSH,Deposit ,Failed,Paypal,2025-03-05 21:31:15.009508
bde4db351a7f,USH,W,Failed,Cash Desk,2025-03-24 03:18:43.191638
0e9dee8954e3,USD,W,Completed,Cash Desk,2025-04-17 23:05:02.061336
329439c9ec40,RF,deposit,Pending,Bank Transfer,2025-04-28 13:19:42.725013
2cd9faff7e4d,USD,withdrawal,Pending,Cash Desk,2025-04-23 01:32:30.703980
9d6d8394a72c,USH,deposit,Failed,PayPal,2025-02-10 06:08:16.850849
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-31 15:24:45.966226
634cb0e58601,USD,W,Pending,Mpesa,2025-04-28 20:24:12.409920
a06dfa14ea18,KSH,withdrawal,Failed,Mpesa,2025-04-11 10:48:42.119161
01eac648bab4,UGX,W,Failed,Bank Transfer,2025-02-11 04:42:15.408731
0a887e5a6bab,TSH,Deposit ,Failed,Cash Desk,2025-03-23 23:20:48.092563
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-02-27 08:29:05.867635
964792c55dea,KSH,withdrawal,Failed,Bank Transfer,2025-02-11 00:35:27.606688
e34daa9490d0,UGX, Withdrawal ,Failed,Cash Desk,2025-03-12 15:27:52.551319
c7f2d5c24184,TZSH,Deposit ,Failed,Paypal,2025-03-22 11:57:16.261278
05792f8972d2,RF, Withdrawal ,Failed,Mpesa,2025-03-20 10:08:49.392436
6c34a5a19564,USD,W,Failed,Cash Desk,2025-02-25 02:35:55.232344
975c2500e164,USH,deposit,Pending,Mpesa,2025-04-18 19:20:12.586807
ac3a4d5ff527,TSH,deposit,Failed,PayPal,2025-02-07 12:04:50.871794
05792f8972d2,RF, Withdrawal ,Failed,Mpesa,2025-03-31 07:46:10.299831
49de6387e4b7,KS,D,Failed,Paypal,2025-02-12 13:17:27.899743
d93c965bacc2,USH,withdrawal,Completed,Cash Desk,2025-04-22 11:57:34.178954
48322f435061,TZS, Withdrawal ,Completed,Bank Transfer,2025-04-24 23:42:32.180117
0409187369d7,RWF,deposit,Failed,Cash Desk,2025-03-01 07:14:30.982252
2566c5ccdb10,USD,D,Failed,Paypal,2025-03-27 08:40:53.132276
9d6d8394a72c,USH,deposit,Failed,PayPal,2025-03-24 00:18:20.282895
83db581dac30,USD,D,Failed,Bank Transfer,2025-04-11 05:10:27.541786
ae4dc6017db9,RWF, Withdrawal ,Failed,Mpesa,2025-02-21 19:54:04.664074
9c862132f553,KSH,W,Failed,Bank Transfer,2025-03-07 13:21:39.636136
21e9abfae71b,USH, Withdrawal ,Failed,Paypal,2025-02-25 06:28:15.693693
b5b6a57a39e7,TZSH,deposit,Failed,Bank Transfer,2025-03-22 00:22:37.606520
05c52e0786bf,USD,deposit,Pending,Bank Transfer,2025-04-27 13:21:38.631751
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-17 13:34:20.305381
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-02-16 08:19:53.266439
ad4a6a9a95b6,TZS,deposit,Failed,Bank Transfer,2025-03-13 05:08:11.295880
42b094b7f0c1,RF,deposit,Failed,Mpesa,2025-02-13 04:22:26.305477
1a8988b5e6f7,KES,Deposit ,Failed,Mpesa,2025-02-18 19:51:05.015781
f1c4be71bba5,UGX,Deposit ,Failed,Paypal,2025-03-21 16:45:48.435600
037c22d50024,TZSH,W,Failed,Cash Desk,2025-04-13 23:09:51.435110
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-03-12 03:20:45.001580
ba2412c415b5,KES,W,Failed,Cash Desk,2025-04-06 19:09:50.579004
75c8e7b3830b,UGX,D,Failed,Mpesa,2025-04-06 05:41:39.000171
6a2802fb2be3,TZSH, Withdrawal ,Failed,Bank Transfer,2025-02-27 19:39:47.040997
d1ace776b4b9,RF,W,Failed,Paypal,2025-03-15 20:33:00.006001
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-03-15 17:59:45.331869
b4048eab9015,UGX,W,Failed,Mpesa,2025-04-07 04:04:16.625650
a9be5ebc8148,TZS, Withdrawal ,Failed,Bank Transfer,2025-03-15 01:30:07.887603
a3aa5f8168c6,RF,withdrawal,Failed,Bank Transfer,2025-02-07 02:10:07.977126
ea5df9883ce1,KES,withdrawal,Failed,Mpesa,2025-02-19 14:34:21.421266
36f282c4c61c,UGSH,D,Failed,Mpesa,2025-03-10 18:38:28.798298
b5b6a57a39e7,TZSH,deposit,Failed,Bank Transfer,2025-03-04 00:06:46.293878
57b0b1c3cf8d,USD,D,Pending,Cash Desk,2025-04-19 19:03:14.338374
7e4ce5aa8bba,KS,Deposit ,Failed,Cash Desk,2025-04-03 12:15:15.375598
2be71bfa8808,UGX,deposit,Failed,Cash Desk,2025-03-03 23:42:37.427198
323775fb3b0f,TSH,withdrawal,Failed,Mpesa,2025-03-25 19:26:24.440636
42971f64c1b6,USD,Deposit ,Completed,Cash Desk,2025-04-17 01:35:45.322821
2f94daaf1364,KS,Deposit ,Failed,Bank Transfer,2025-04-10 22:08:16.747617
67e530ca0bb6,USD,D,Failed,Mpesa,2025-02-28 17:45:32.235030
29d8766ce95f,TSH, Withdrawal ,Failed,Bank Transfer,2025-03-07 05:39:52.677417
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-03-28 11:43:52.845052
0dbc9947f420,KES, Withdrawal ,Failed,Cash Desk,2025-02-10 19:06:01.723059
01eac648bab4,UGX,W,Failed,Bank Transfer,2025-02-03 21:13:06.249767
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-04-05 19:03:22.987979
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-04-04 10:46:28.096961
3cce3a698566,KS,W,Failed,Mpesa,2025-04-11 18:11:08.808733
d1f39d97bc71,UGX, Withdrawal ,Failed,Bank Transfer,2025-04-06 00:53:16.348020
d891fbc2ab04,TZS,D,Failed,Bank Transfer,2025-03-18 11:32:57.641389
0b8553017c2e,RWF,withdrawal,Failed,Mpesa,2025-02-13 12:40:31.553043
709bc89a98cb,KS,W,Failed,Bank Transfer,2025-03-18 23:47:59.448912
ac161818aec4,UGX,D,Pending,Cash Desk,2025-04-15 14:08:12.526871
ff829cb9ee1c,TZS,Deposit ,Completed,Cash Desk,2025-04-17 15:20:42.431580
8b172ea1547d,RWF,Deposit ,Failed,Paypal,2025-02-19 09:55:25.837654
05d9d5b8d053,KS,Deposit ,Failed,Paypal,2025-03-26 06:44:40.970240
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-02-08 05:31:46.450535
7408fb0012be,TSH,D,Failed,Cash Desk,2025-02-07 05:51:37.408813
8239f43511ed,USD,withdrawal,Completed,Cash Desk,2025-04-15 01:07:14.452564
50209bc29827,KS,deposit,Failed,Card Payment,2025-04-11 06:40:30.300271
57e82d9be633,USH,withdrawal,Failed,Paypal,2025-02-10 16:26:07.786856
d009dbd2a835,TSH,deposit,Failed,Cash Desk,2025-04-08 18:15:21.420145
0b8553017c2e,RWF,withdrawal,Failed,Mpesa,2025-03-06 22:02:11.248220
9262b27497fe,KSH,D,Completed,Cash Desk,2025-04-23 06:36:36.769605
36f282c4c61c,UGSH,D,Failed,Mpesa,2025-03-08 12:52:55.926402
ac3a4d5ff527,TSH,deposit,Failed,PayPal,2025-02-05 13:15:13.479038
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-02-22 06:59:17.306826
e2d0e8723e5d,KS, Withdrawal ,Completed,Mpesa,2025-04-26 08:34:05.124862
c75e4706cb72,UGSH,withdrawal,Failed,Paypal,2025-02-27 07:47:52.509413
aa0df4bb88c5,TSH,Deposit ,Failed,Paypal,2025-02-09 00:47:43.792058
0409187369d7,RWF,deposit,Failed,Cash Desk,2025-02-18 23:01:08.115850
1a8988b5e6f7,KES,Deposit ,Failed,Mpesa,2025-02-26 23:24:21.622630
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-03-30 03:43:33.027835
201051cf708c,USD,withdrawal,Failed,Paypal,2025-02-22 21:20:32.046654
3d69398df494,RF,W,Failed,Mpesa,2025-03-09 03:37:41.085770
59ce3812d17b,KES, Withdrawal ,Pending,Cash Desk,2025-04-22 12:20:15.373496
8d8b83f77be4,UGSH, Withdrawal ,Failed,Paypal,2025-03-26 17:54:51.135662
b8536b339457,USD,W,Failed,Mpesa,2025-04-14 11:59:35.513630
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-03-26 00:30:17.867810
b8527d2d1763,KSH,withdrawal,Completed,Cash Desk,2025-04-23 22:10:02.294103
7cf5fb614f42,UGSH,deposit,Failed,Cash Desk,2025-02-14 03:55:57.290875
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-04-11 02:14:45.750305
1a70432e61d1,RF,withdrawal,Completed,Cash Desk,2025-04-17 08:24:09.005130
128ab29f3087,KES,W,Failed,Bank Transfer,2025-04-09 12:33:47.665045
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-03-18 21:38:41.331522
8377b3524b94,TZSH, Withdrawal ,Failed,Mpesa,2025-03-14 18:17:43.323255
447b28ea4ba6,RWF, Withdrawal ,Pending,Mpesa,2025-04-28 18:44:35.470478
2f94daaf1364,KS,Deposit ,Failed,Bank Transfer,2025-04-09 17:05:47.249864
d0d984b6e176,USH, Withdrawal ,Failed,Mpesa,2025-04-07 22:59:29.560517
0975bfe41a48,USD,withdrawal,Pending,Paypal,2025-04-17 05:53:08.575515
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-03-16 16:16:00.118980
2731ee0006ed,KES,Deposit ,Failed,Bank Transfer,2025-02-28 09:02:51.794658
2a0f9f3e96a2,UGX, Withdrawal ,Pending,Paypal,2025-04-17 21:49:23.261841
a152942ec53a,TSH,D,Failed,Paypal,2025-03-29 10:46:04.425260
fe04f96f4813,RWF,W,Completed,Paypal,2025-04-27 01:08:30.986983
815c19adfba3,KS,withdrawal,Failed,Mpesa,2025-04-13 15:20:55.999288
f08260a9a133,USH,withdrawal,Pending,Cash Desk,2025-04-16 15:16:07.983086
6c34a5a19564,USD,W,Failed,Cash Desk,2025-02-24 02:12:42.673490
a710462c6fd2,RF,Deposit ,Failed,Mpesa,2025-02-15 13:50:38.195391
